firstname,middlename,lastname,year,financedetail,college,boardunitid1,boardunitid2,technology,otherfin,collegeschooltype,pehedge
"jeffrey","","lorberbaum",2017," non-financial","university of denver",,,0,0,1,0
"victoria","","mars",2017," non-financial","yale university",,,0,0,3,0
"ron","","baron",2017,"asset management","bucknell university",,,0,1,1,0
"robert","","rowling",2017," non-financial","university of texas austin",,,0,0,2,0
"warren","","buffett",2017,"other financial","university of nebraska",,,0,1,1,0
"andres","","santodomingo",2017," non-financial","brown university",,,0,0,3,0
"arturo","","moreno",2017," non-financial","university of arizona",,,0,0,2,0
"jon","","yarbrough",2017," non-financial","tennessee technological university",,,0,0,1,0
"john","","middleton",2017," non-financial","amherst college",,,0,0,1,0
"dan","","cathy",2017," non-financial","georgia southern university",,,0,0,2,0
"david","","gottesman",2017,"other financial","trinity college",,,0,1,1,0
"bruce","","halle",2017," non-financial","eastern michigan university",,,0,0,1,0
"bernard","","marcus",2017," non-financial","rutgers university",,,0,0,2,0
"frank","","fertitta",2017," non-financial","university of southern california",123961,,0,0,3,0
"rakesh","","gangwal",2017," non-financial","indian institute of technology",,,0,0,1,0
"israel","","englander",2017,"hedge funds","new york university",,,0,0,3,1
"helen","","johnson-leipold",2017," non-financial","cornell university",,,0,0,3,0
"david","","walentas",2017," non-financial","university of virginia",,,0,0,2,0
"leonard","alan","lauder",2017," non-financial","university of pennsylvania",215062,,0,0,3,0
"daniel","","ziff",2017,"hedge funds","columbia university",,,0,0,3,1
"igor","","olenicoff",2017," non-financial","university of southern california",,,0,0,3,0
"doris","","fisher",2017," non-financial","stanford university",,,0,0,3,0
"jeff","","bezos",2017," non-financial","princeton university",,,1,0,3,0
"robert","","kraft",2017," non-financial","columbia university",,,0,0,3,0
"jerry","","speyer",2017," non-financial","columbia university",,,0,0,3,0
"osman","","kibar",2017," non-financial","california institute of technology",,,0,0,3,0
"james","","goodnight",2017," non-financial","north carolina state university",,,1,0,1,0
"ray","lee","hunt",2017," non-financial","southern methodist university",,,0,0,1,0
"mary","alice","malone",2017," non-financial","university of arizona",,,0,0,2,0
"patrick","","soon-shiong",2017," non-financial","university of witwatersrand",,,0,0,1,0
"joshua","","harris",2017,"private equity","university of pennsylvania",,,0,0,3,1
"hank& doug","","meijer",2017," non-financial","university of michigan",,,0,0,2,0
"steve","","wynn",2017," non-financial","university of pennsylvania",,,0,0,3,0
"s","robson","walton",2017," non-financial","university of arkansas",,,0,0,1,0
"stanley","","hubbard",2017," non-financial","university of minnesota",,,0,0,2,0
"leon","g","cooperman",2017,"hedge funds","hunter college",,,0,0,1,1
"dennis","","washington",2017," non-financial","high school",,,0,0,1,0
"warren","","stephens",2017,"investment banking","washington and lee university",,,0,1,1,0
"john","","overdeck",2017,"hedge funds","stanford university",,,0,0,3,1
"ronald","","wanek",2017," non-financial","high school",,,0,0,1,0
"steven","allen","spielberg",2017," non-financial","california state university long beach",123961,,0,0,1,0
"charles","","cohen",2017," non-financial","tufts university",,,0,0,3,0
"george","","argyros",2017," non-financial","chapman university",110404,,0,0,1,0
"jerry","","yang",2017," non-financial","stanford university",,,1,0,3,0
"j","joe","ricketts",2017,"investment banking","creighton university",,,0,1,1,0
"henry","r","kravis",2017,"private equity","claremont mckenna college",112260,,0,0,1,1
"john","","morris",2017," non-financial","drury university",,,0,0,1,0
"travis","","kalanick",2017," non-financial","",,,1,0,4,0
"john","","doerr",2017,"venture capital","rice university",,,0,0,3,1
"thomas","m","siebel",2017," non-financial","university of illinois urbana-champaign",,,1,0,2,0
"donald","j","trump",2017," non-financial","university of pennsylvania",,,0,0,3,0
"john","","brown",2017," non-financial","auburn university",,,0,0,1,0
"peter","r","kellogg",2017,"investment banking","",,,0,1,4,0
"jeremy","maurice","jacobs",2017," non-financial","state university of new york buffalo",,,0,0,3,0
"denise","","york",2017," non-financial","saint mary's college",,,0,0,1,0
"jacqueline","","mars",2017," non-financial","bryn mawr college",,,0,0,1,0
"jonathan","","gray",2017,"asset management","university of pennsylvania",,,0,1,3,0
"larry","","robbins",2017,"hedge funds","university of pennsylvania",,,0,0,3,1
"dagmar","","dolby",2017," non-financial","heidelberg university",,,1,0,1,0
"christopher","","cline",2017," non-financial","",,,0,0,4,0
"andrew& peggy","","cherng",2017," non-financial","oregon state university",110404,,0,0,1,0
"david","hamilton","koch",2017," non-financial","massachusetts institute of technology",162928,166683,0,0,3,0
"steven","","udvar-hazy",2017," non-financial","university of california los angeles",,,0,0,2,0
"elon","","musk",2017," non-financial","university of pennsylvania",,,0,0,3,0
"evan","","spiegel",2017," non-financial","stanford university",,,1,0,3,0
"daniel","","d'aniello",2017,"private equity","syracuse university",,,0,0,1,1
"richard","m","schulze",2017," non-financial","high school",,,0,0,1,0
"harold","","hamm",2017," non-financial","high school",,,0,0,1,0
"john","r","menard",2017," non-financial","university of wisconsin eau claire",,,0,0,2,0
"michael","robert","milken",2017,"private equity","university of california berkeley",,,0,0,2,1
"sheldon","","adelson",2017," non-financial","",,,0,0,4,0
"eli","","broad",2017,"other financial","michigan state university",110404,,0,1,2,0
"howard","","schultz",2017," non-financial","northern michigan university",,,0,0,1,0
"mitchell","","rales",2017," non-financial","miami university",,,0,0,1,0
"thomas","","secunda",2017," non-financial","binghamton university",,,0,0,1,0
"lukas","","walton",2017," non-financial","colorado college",,,0,0,1,0
"clayton","lee","mathile",2017," non-financial","ohio northern university",,,0,0,1,0
"edward","","johnsoniii",2017,"asset management","harvard university",,,0,1,3,0
"thomas","","frist",2017," non-financial","vanderbilt university",,,0,0,3,0
"anthony","","pritzker",2017," non-financial","dartmouth college",,,0,0,3,0
"scott","","duncan",2017," non-financial","houston community college",,,0,0,1,0
"george","b","kaiser",2017," non-financial","harvard university",,,0,0,3,0
"larry","","ellison",2017," non-financial","",,,1,0,4,0
"brian","","acton",2017," non-financial","stanford university",,,1,0,3,0
"gordon","earle","moore",2017," non-financial","university of california berkeley",110404,,1,0,2,0
"e","joe","shoen",2017," non-financial","college of the holy cross",,,0,0,1,0
"t","denny","sanford",2017,"commercial banking","university of minnesota",,,0,1,2,0
"jerry","w","jones",2017," non-financial","university of arkansas",,,0,0,1,0
"martha","","ingram",2017," non-financial","vassar college",221999,,0,0,1,0
"walter","jr","scott",2017," non-financial","colorado state university",,,0,0,1,0
"clifford","","asness",2017,"hedge funds","university of pennsylvania",,,0,0,3,1
"randall","","rollins",2017," non-financial","university of delaware",,,0,0,1,0
"charles","bartlett","johnson",2017,"asset management","yale university",,,0,1,3,0
"dannine","","avara",2017," non-financial","",,,0,0,4,0
"jen-hsun","","huang",2017," non-financial","oregon state university",,,1,0,1,0
"michael","","rubin",2017," non-financial","",,,0,0,4,0
"ty","","warner",2017," non-financial","kalamazoo college",,,0,0,1,0
"romesh","t","wadhwani",2017," non-financial","indian institute of technology",,,1,0,1,0
"jack& laura","","dangermond",2017," non-financial","california state polytechnic university pomona",,,1,0,1,0
"pat","a","stryker",2017," non-financial","",,,0,0,4,0
"leandro","p","rizzuto",2017," non-financial","",,,0,0,4,0
"andrew","","beal",2017,"commercial banking","michigan state university",,,0,1,2,0
"reinhold","","schmieding",2017," non-financial","florida gulf coast university",,,0,0,1,0
"edward","","debartolo",2017," non-financial","university of notre dame",,,0,0,3,0
"dirk","","ziff",2017,"hedge funds","columbia university",,,0,0,3,1
"arthur","","blank",2017," non-financial","babson college",139658,,0,0,1,0
"jim","","walton",2017," non-financial","university of arkansas",,,0,0,1,0
"norman","","braman",2017," non-financial","temple university",,,0,0,1,0
"barry","","diller",2017," non-financial","",193900,,0,0,4,0
"george","l","lindemann",2017,"other financial","university of pennsylvania",,,0,1,3,0
"william","herbert","hunt",2017," non-financial","washington and lee university",,,0,0,1,0
"david","","murdock",2017," non-financial","high school",,,0,0,1,0
"ann","walton","kroenke",2017," non-financial","lincoln university",,,0,0,1,0
"pauline","macmillan","keinath",2017," non-financial","high school",,,0,0,1,0
"micky","","arison",2017," non-financial","",,,0,0,4,0
"bernard","","saul",2017,"venture capital","villanova university",,,0,0,1,1
"leon","","black",2017,"private equity","dartmouth college",,,0,0,3,1
"john","franklyn","mars",2017," non-financial","yale university",,,0,0,3,0
"nathan","","blecharczyk",2017," non-financial","harvard university",,,1,0,3,0
"kavitark","ram","shriram",2017," non-financial","university of madras",243744,,1,0,1,0
"todd","","christopher",2017," non-financial","high school",,,0,0,1,0
"james","","leprino",2017," non-financial","high school",,,0,0,1,0
"eric","","lefkofsky",2017," non-financial","university of michigan",,,1,0,2,0
"donald","","bren",2017," non-financial","university of washington",110404,,0,0,2,0
"h","fisk","johnson",2017," non-financial","cornell university",,,0,0,3,0
"george","","bishop",2017," non-financial","",,,0,0,4,0
"charles","francis","dolan",2017," non-financial","",,,0,0,4,0
"ronda","e","stryker",2017," non-financial","university of northern colorado",,,0,0,1,0
"lorenzo","","fertitta",2017," non-financial","university of san diego",,,0,0,1,0
"michael","","bloomberg",2017," non-financial","johns hopkins university",,,0,0,3,0
"ronald","owen","perelman",2017,"private equity","university of pennsylvania",217156,,0,0,3,1
"lynn","","schusterman",2017," non-financial","",,,0,0,4,0
"joe","","mansueto",2017,"other financial","university of chicago",,,0,1,3,0
"kenneth","g","langone",2017,"venture capital","bucknell university",193900,,0,0,1,1
"russ","","weiner",2017," non-financial","san diego state university",,,0,0,1,0
"jane","","lauder",2017," non-financial","stanford university",,,0,0,3,0
"karen","","pritzker",2017," non-financial","northwestern university",,,0,0,3,0
"reid","","hoffman",2017," non-financial","stanford university",,,1,0,3,0
"whitney","","macmillan",2017," non-financial","yale university",,,0,0,3,0
"austen","","cargill",2017," non-financial","university of minnesota",,,0,0,2,0
"tom& judy","","love",2017," non-financial","university of central oklahoma",,,0,0,1,0
"alan","n","trefler",2017," non-financial","dartmouth college",,,1,0,3,0
"allan","","goldman",2017," non-financial","",,,0,0,4,0
"rupert","","johnson",2017,"asset management","washington and lee university",,,0,1,1,0
"edward","","bass",2017,"venture capital","yale university",130794,,0,0,3,1
"don","","hankey",2017,"commercial banking","university of southern california",,,0,1,3,0
"pamela","","mars",2017," non-financial","vassar college",,,0,0,1,0
"chuck","","bundrant",2017," non-financial","",,,0,0,4,0
"clemmie","dixon","spangler",2017,"other financial","university of north carolina",,,0,1,2,0
"bruce","","karsh",2017,"private equity","duke university",,,0,0,3,1
"daniel","","gilbert",2017,"other financial","michigan state university",,,0,1,2,0
"john","albert","sobrato",2017," non-financial","santa clara university",,,0,0,1,0
"stephen","","mandel",2017,"hedge funds","dartmouth college",,,0,0,3,1
"john","","fisher",2017," non-financial","princeton university",,,0,0,3,0
"drayton","","mclane",2017," non-financial","baylor university",,,0,0,1,0
"haim","","saban",2017," non-financial","high school",110635,,0,0,1,0
"jeff","","greene",2017," non-financial","johns hopkins university",,,0,0,3,0
"imogene","powers","johnson",2017," non-financial","cornell university",,,0,0,3,0
"bruce","","kovner",2017,"hedge funds","harvard university",,,0,0,3,1
"peter","","peterson",2017,"private equity","northwestern university",,,0,0,3,1
"thomas","haskell","lee",2017,"private equity","harvard university",165015,,0,0,3,1
"james","","clark",2017," non-financial","university of new orleans",,,1,0,1,0
"stephen","","ross",2017," non-financial","university of michigan",,,0,0,2,0
"marc","","benioff",2017," non-financial","university of southern california",123961,,1,0,3,0
"min","","kao",2017," non-financial","national taiwan university",,,1,0,1,0
"aerin","","lauderzinterhofer",2017," non-financial","university of pennsylvania",,,0,0,3,0
"richard","","kinder",2017," non-financial","university of missouri",,,0,0,1,0
"james","","chambers",2017," non-financial","bard college",,,0,0,1,0
"david","","rubenstein",2017,"private equity","duke university",144050,198419,0,0,3,1
"dan","","friedkin",2017," non-financial","georgetown university",,,0,0,3,0
"tamara","","gustavson",2017," non-financial","university of southern california",123961,,0,0,3,0
"stewartand lynda","","resnick",2017," non-financial","university of california los angeles",110404,,0,0,2,0
"david","","zalik",2017," non-financial","auburn university",,,1,0,1,0
"ray","","dalio",2017,"hedge funds","long island university",,,0,0,1,1
"john","","tu",2017," non-financial","technische hochschule darmstadt",,,1,0,1,0
"nick","","caporella",2017," non-financial","",,,0,0,4,0
"thomas","","peterffy",2017,"investment banking","",,,0,1,4,0
"charles","","ergen",2017," non-financial","university of tennessee knoxville",,,0,0,1,0
"leslie","herbert","wexner",2017," non-financial","ohio state university",,,0,0,2,0
"jim","","kennedy",2017," non-financial","university of denver",,,0,0,1,0
