digitopeid,opeid,corporationname,institutionname,claimcount,control_n,control
399200,3992,"","PIEDMONT TECHNICAL COLLEGE",1,"Public",1
500000,5000,"","PIERCE COLLEGE",1,"Public",1
4038500,40385,"","PIERPONT COMMUNITY & TECHNICAL COLLEGE",1,"Public",1
1173500,11735,"","PIKE LINCOLN TECHNICAL CENTER",1,"Public",1
553500,5535,"","PINE TECHNICAL AND COMMUNITY COLLEGE",1,"Public",1
321300,3213,"","PORTLAND COMMUNITY COLLEGE",2,"Public",1
321600,3216,"","PORTLAND STATE UNIVERSITY",1,"Public",1
363000,3630,"","PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY",2,"Public",1
208900,2089,"","PRINCE GEORGE'S COMMUNITY COLLEGE",1,"Public",1
182500,1825,"","PURDUE UNIVERSITY",1,"Public",1
182700,1827,"","PURDUE UNIVERSITY - CALUMET",1,"Public",1
217500,2175,"","QUINSIGAMOND COMMUNITY COLLEGE",1,"Public",1
373200,3732,"","RADFORD UNIVERSITY",1,"Public",1
525200,5252,"","RIDGEWATER COLLEGE",1,"Public",1
233500,2335,"","RIVERLAND COMMUNITY COLLEGE",1,"Public",1
316800,3168,"","ROGERS STATE UNIVERSITY - CLAREMORE",1,"Public",1
262900,2629,"","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",10,"Public",1
553300,5533,"","SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE",1,"Public",1
522000,5220,"","SALT LAKE COMMUNITY COLLEGE",1,"Public",1
115400,1154,"","SAN FRANCISCO STATE UNIVERSITY",4,"Public",1
360900,3609,"","SAN JACINTO COMMUNITY COLLEGE DISTRICT",1,"Public",1
128200,1282,"","SAN JOSE CITY COLLEGE",1,"Public",1
115500,1155,"","SAN JOSE STATE UNIVERSITY",3,"Public",1
128700,1287,"","SANTA ROSA JUNIOR COLLEGE - SANTA ROSA",1,"Public",1
152000,1520,"","SEMINOLE STATE COLLEGE OF FLORIDA",1,"Public",1
994200,9942,"","SHAWNEE STATE UNIVERSITY",1,"Public",1
379100,3791,"","SHORELINE COMMUNITY COLLEGE",1,"Public",1
129000,1290,"","SIERRA COLLEGE",1,"Public",1
311900,3119,"","SINCLAIR COMMUNITY COLLEGE",1,"Public",1
379200,3792,"","SKAGIT VALLEY COLLEGE",1,"Public",1
332700,3327,"","SLIPPERY ROCK UNIVERSITY",1,"Public",1
199700,1997,"","SOMERSET COMMUNITY COLLEGE",1,"Public",1
344600,3446,"","SOUTH CAROLINA STATE UNIVERSITY",1,"Public",1
361100,3611,"","SOUTH PLAINS COLLEGE",1,"Public",1
527100,5271,"","SOUTHCENTRAL KENTUCKY COMMUNITY AND TECHNICAL COLLEGE",1,"Public",1
2508300,25083,"","SOUTHEAST COMMUNITY COLLEGE",1,"Public",1
184800,1848,"","SOUTHEASTERN COMMUNITY COLLEGE",1,"Public",1
140600,1406,"","SOUTHERN CONNECTICUT STATE UNIVERSITY",1,"Public",1
175800,1758,"","SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE",2,"Public",1
175900,1759,"","SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE",2,"Public",1
321900,3219,"","SOUTHERN OREGON UNIVERSITY",1,"Public",1
202500,2025,"","SOUTHERN UNIVERSITY AND AGRICULTURAL & MECHANICAL COLG AT BATON R",2,"Public",1
202600,2026,"","SOUTHERN UNIVERSITY AT NEW ORLEANS",1,"Public",1
807800,8078,"","SPRINGFIELD TECHNICAL COMMUNITY COLLEGE",1,"Public",1
237700,2377,"","ST. CLOUD STATE UNIVERSITY",2,"Public",1
152800,1528,"","ST. PETERSBURG COLLEGE",1,"Public",1
152801,1528,"","ST. PETERSBURG COLLEGE - CLEARWATER CAMPUS",1,"Public",1
808000,8080,"","STATE FAIR COMMUNITY COLLEGE",1,"Public",1
283500,2835,"","STATE UNIVERSITY OF NEW YORK AT ALBANY",1,"Public",1
283700,2837,"","STATE UNIVERSITY OF NEW YORK AT BUFFALO",1,"Public",1
283800,2838,"","STATE UNIVERSITY OF NEW YORK AT STONY BROOK",2,"Public",1
285000,2850,"","STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM",3,"Public",1
287900,2879,"","SULLIVAN COUNTY COMMUNITY COLLEGE",1,"Public",1
284400,2844,"","SUNY AT FREDONIA",1,"Public",1
679100,6791,"","SUNY COLLEGE AT PURCHASE",2,"Public",1
285600,2856,"","SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT COBLESKILL",1,"Public",1
362600,3626,"","TARRANT COUNTY COLLEGE DISTRICT",1,"Public",1
337100,3371,"","TEMPLE UNIVERSITY",3,"Public",1
352200,3522,"","TENNESSEE STATE UNIVERSITY",2,"Public",1
363200,3632,"","TEXAS A&M UNIVERSITY",2,"Public",1
364200,3642,"","TEXAS SOUTHERN UNIVERSITY",4,"Public",1
361500,3615,"","TEXAS STATE UNIVERSITY",2,"Public",1
364400,3644,"","TEXAS TECH UNIVERSITY",1,"Public",1
364600,3646,"","TEXAS WOMANS UNIVERSITY",1,"Public",1
371200,3712,"","TIDEWATER COMMUNITY COLLEGE",1,"Public",1
492000,4920,"","TRIDENT TECHNICAL COLLEGE",3,"Public",1
104700,1047,"","TROY UNIVERSITY",1,"Public",1
2586400,25864,"","TRUMBULL CAREER AND TECHNICAL CENTER-ADULT TRAINING CENTER",1,"Public",1
976300,9763,"","TULSA COMMUNITY COLLEGE",1,"Public",1
312300,3123,"","UNIVERSITY OF AKRON (THE)",2,"Public",1
105100,1051,"","UNIVERSITY OF ALABAMA",1,"Public",1
108300,1083,"","UNIVERSITY OF ARIZONA (THE)",2,"Public",1
110800,1108,"","UNIVERSITY OF ARKANSAS",1,"Public",1
210200,2102,"","UNIVERSITY OF BALTIMORE",1,"Public",1
131300,1313,"","UNIVERSITY OF CALIFORNIA, DAVIS",1,"Public",1
131400,1314,"","UNIVERSITY OF CALIFORNIA, IRVINE",1,"Public",1
131500,1315,"","UNIVERSITY OF CALIFORNIA, LOS ANGELES",1,"Public",1
131700,1317,"","UNIVERSITY OF CALIFORNIA, SAN DIEGO",1,"Public",1
132000,1320,"","UNIVERSITY OF CALIFORNIA, SANTA BARBARA",2,"Public",1
395400,3954,"","UNIVERSITY OF CENTRAL FLORIDA-MAIN CAMPUS",4,"Public",1
315200,3152,"","UNIVERSITY OF CENTRAL OKLAHOMA",1,"Public",1
312500,3125,"","UNIVERSITY OF CINCINNATI",2,"Public",1
137000,1370,"","UNIVERSITY OF COLORADO BOULDER",2,"Public",1
450800,4508,"","UNIVERSITY OF COLORADO DENVER",2,"Public",1
141700,1417,"","UNIVERSITY OF CONNECTICUT",1,"Public",1
153500,1535,"","UNIVERSITY OF FLORIDA",2,"Public",1
161100,1611,"","UNIVERSITY OF HAWAII AT HILO",1,"Public",1
161000,1610,"","UNIVERSITY OF HAWAII AT MANOA",3,"Public",1
365200,3652,"","UNIVERSITY OF HOUSTON",2,"Public",1
361200,3612,"","UNIVERSITY OF HOUSTON - DOWNTOWN",1,"Public",1
1323100,13231,"","UNIVERSITY OF HOUSTON - VICTORIA",1,"Public",1
177600,1776,"","UNIVERSITY OF ILLINOIS AT CHICAGO",3,"Public",1
177500,1775,"","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN",4,"Public",1
189200,1892,"","UNIVERSITY OF IOWA",1,"Public",1
194800,1948,"","UNIVERSITY OF KANSAS",1,"Public",1
198900,1989,"","UNIVERSITY OF KENTUCKY",2,"Public",1
203100,2031,"","UNIVERSITY OF LOUISIANA AT LAFAYETTE",1,"Public",1
202000,2020,"","UNIVERSITY OF LOUISIANA AT MONROE",1,"Public",1
199900,1999,"","UNIVERSITY OF LOUISVILLE",2,"Public",1
210500,2105,"","UNIVERSITY OF MARYLAND - BALTIMORE COUNTY",1,"Public",1
1164400,11644,"","UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE",3,"Public",1
210300,2103,"","UNIVERSITY OF MARYLAND, COLLEGE PARK",1,"Public",1
222100,2221,"","UNIVERSITY OF MASSACHUSETTS - AMHERST",1,"Public",1
216100,2161,"","UNIVERSITY OF MASSACHUSETTS - LOWELL",1,"Public",1
222200,2222,"","UNIVERSITY OF MASSACHUSETTS AT BOSTON",1,"Public",1
350900,3509,"","UNIVERSITY OF MEMPHIS (THE)",1,"Public",1
232700,2327,"","UNIVERSITY OF MICHIGAN - FLINT",2,"Public",1
396900,3969,"","UNIVERSITY OF MINNESOTA - TWIN CITIES",3,"Public",1
244000,2440,"","UNIVERSITY OF MISSISSIPPI",3,"Public",1
251800,2518,"","UNIVERSITY OF MISSOURI - KANSAS CITY",2,"Public",1
256500,2565,"","UNIVERSITY OF NEBRASKA",1,"Public",1
256800,2568,"","UNIVERSITY OF NEVADA , RENO",1,"Public",1
258900,2589,"","UNIVERSITY OF NEW HAMPSHIRE",1,"Public",1
266300,2663,"","UNIVERSITY OF NEW MEXICO",3,"Public",1
201500,2015,"","UNIVERSITY OF NEW ORLEANS (THE)",3,"Public",1
297400,2974,"","UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-",1,"Public",1
298400,2984,"","UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE)",1,"Public",1
359400,3594,"","UNIVERSITY OF NORTH TEXAS",2,"Public",1
318401,3184,"","UNIVERSITY OF OKLAHOMA - HEALTH SCIENCES CENTER",1,"Public",1
318400,3184,"","UNIVERSITY OF OKLAHOMA - NORMAN CAMPUS",2,"Public",1
322300,3223,"","UNIVERSITY OF OREGON",2,"Public",1
341400,3414,"","UNIVERSITY OF RHODE ISLAND",2,"Public",1
316700,3167,"","UNIVERSITY OF SCIENCE & ARTS OF OKLAHOMA",1,"Public",1
105700,1057,"","UNIVERSITY OF SOUTH ALABAMA",1,"Public",1
344800,3448,"","UNIVERSITY OF SOUTH CAROLINA - COLUMBIA",2,"Public",1
695100,6951,"","UNIVERSITY OF SOUTH CAROLINA UPSTATE",1,"Public",1
347400,3474,"","UNIVERSITY OF SOUTH DAKOTA",2,"Public",1
153700,1537,"","UNIVERSITY OF SOUTH FLORIDA",1,"Public",1
180800,1808,"","UNIVERSITY OF SOUTHERN INDIANA",1,"Public",1
205400,2054,"","UNIVERSITY OF SOUTHERN MAINE",2,"Public",1
244100,2441,"","UNIVERSITY OF SOUTHERN MISSISSIPPI",3,"Public",1
353000,3530,"","UNIVERSITY OF TENNESSEE",2,"Public",1
353006,3530,"","UNIVERSITY OF TENNESSEE  - HEALTH SCIENCE CENTER",2,"Public",1
352900,3529,"","UNIVERSITY OF TENNESSEE - CHATTANOOGA",1,"Public",1
353100,3531,"","UNIVERSITY OF TENNESSEE - MARTIN",1,"Public",1
365800,3658,"","UNIVERSITY OF TEXAS - AUSTIN",3,"Public",1
365600,3656,"","UNIVERSITY OF TEXAS AT ARLINGTON",1,"Public",1
974100,9741,"","UNIVERSITY OF TEXAS AT DALLAS",1,"Public",1
366100,3661,"","UNIVERSITY OF TEXAS AT EL PASO",1,"Public",1
1011500,10115,"","UNIVERSITY OF TEXAS AT SAN ANTONIO",1,"Public",1
144100,1441,"","UNIVERSITY OF THE DISTRICT OF COLUMBIA",1,"Public",1
313100,3131,"","UNIVERSITY OF TOLEDO",2,"Public",1
367500,3675,"","UNIVERSITY OF UTAH",2,"Public",1
369600,3696,"","UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE",1,"Public",1
374500,3745,"","UNIVERSITY OF VIRGINIA",1,"Public",1
379800,3798,"","UNIVERSITY OF WASHINGTON",2,"Public",1
389500,3895,"","UNIVERSITY OF WISCONSIN - MADISON",1,"Public",1
389600,3896,"","UNIVERSITY OF WISCONSIN - MILWAUKEE",3,"Public",1
392500,3925,"","UNIVERSITY OF WISCONSIN - SUPERIOR",1,"Public",1
393200,3932,"","UNIVERSITY OF WYOMING",3,"Public",1
159900,1599,"","VALDOSTA STATE UNIVERSITY",1,"Public",1
675000,6750,"","VALENCIA COLLEGE",2,"Public",1
133500,1335,"","VICTOR VALLEY COMMUNITY COLLEGE",1,"Public",1
373500,3735,"","VIRGINIA COMMONWEALTH UNIVERSITY",1,"Public",1
376400,3764,"","VIRGINIA STATE UNIVERSITY",1,"Public",1
2245600,22456,"","WARREN COUNTY CAREER CENTER",1,"Public",1
380000,3800,"","WASHINGTON STATE UNIVERSITY",1,"Public",1
232900,2329,"","WAYNE STATE UNIVERSITY",2,"Public",1
368000,3680,"","WEBER STATE UNIVERSITY",1,"Public",1
382700,3827,"","WEST VIRGINIA UNIVERSITY",1,"Public",1
382800,3828,"","WEST VIRGINIA UNIVERSITY - PARKERSBURG",1,"Public",1
298100,2981,"","WESTERN CAROLINA UNIVERSITY",1,"Public",1
138000,1380,"","WESTERN CONNECTICUT STATE UNIVERSITY",1,"Public",1
1017000,10170,"","WESTERN DAKOTA TECHNICAL INSTITUTE",1,"Public",1
266400,2664,"","WESTERN NEW MEXICO UNIVERSITY",1,"Public",1
195000,1950,"","WICHITA STATE UNIVERSITY",5,"Public",1
262500,2625,"","WILLIAM PATERSON UNIVERSITY OF NEW JERSEY",1,"Public",1
298600,2986,"","WINSTON-SALEM STATE UNIVERSITY",1,"Public",1
345600,3456,"","WINTHROP UNIVERSITY",1,"Public",1
307800,3078,"","WRIGHT STATE UNIVERSITY",1,"Public",1
380500,3805,"","YAKIMA VALLEY COMMUNITY COLLEGE",1,"Public",1
314500,3145,"","YOUNGSTOWN STATE UNIVERSITY",1,"Public",1
926803,9268,"","KELSEY - JENNEY COLLEGE-",1,,
2203000,22030,"","NATIONAL TRAINING",1,,
2114000,21140,"","NORTH COUNTY COLLEGE",1,,
3084900,30849,"","POMPANO ACADEMY OF AERONAUTI CS",1,,
