digitopeid,opeid,corporationname,institutionname,claimcount,control_n,control
2362000,23620,"Universal Technical Institute, Inc.","Universal Technical Institute",6,"For-Profit",3
2069300,20693,"Vatterott Educational Centers, Inc.","Vatterott College",1,"For-Profit",3
2069301,20693,"Vatterott Educational Centers, Inc.","Vatterott College",1,"For-Profit",3
2599703,25997,"Vatterott Educational Centers, Inc.","Vatterott College",1,"For-Profit",3
2599709,25997,"Vatterott Educational Centers, Inc.","Vatterott College",1,"For-Profit",3
2599712,25997,"Vatterott Educational Centers, Inc.","Vatterott College",1,"For-Profit",3
2069302,20693,"Vatterott Educational Centers, Inc.","Vatterott College",2,"For-Profit",3
2599700,25997,"Vatterott Educational Centers, Inc.","Vatterott College",2,"For-Profit",3
2599710,25997,"Vatterott Educational Centers, Inc.","Vatterott College",2,"For-Profit",3
2599702,25997,"Vatterott Educational Centers, Inc.","Vatterott College",3,"For-Profit",3
2599701,25997,"Vatterott Educational Centers, Inc.","Vatterott College",4,"For-Profit",3
2599705,25997,"Vatterott Educational Centers, Inc.","Vatterott College",4,"For-Profit",3
750100,7501,"Vatterott Educational Centers, Inc.","Vatterott College",5,"For-Profit",3
2304500,23045,"Weston Educational, Inc.","Heritage College",2,"For-Profit",3
3035801,30358,"Weston Educational, Inc.","Heritage College",2,"For-Profit",3
3115102,31151,"Weston Educational, Inc.","Heritage College",3,"For-Profit",3
2611007,26110,"Weston Educational, Inc.","Heritage College",4,"For-Profit",3
3035800,30358,"Weston Educational, Inc.","Heritage College",8,"For-Profit",3
3115100,31151,"Weston Educational, Inc.","Heritage College",11,"For-Profit",3
2611000,26110,"Weston Educational, Inc.","Heritage College",12,"For-Profit",3
2611004,26110,"Weston Educational, Inc.","Heritage College",12,"For-Profit",3
2611005,26110,"Weston Educational, Inc.","Heritage College",12,"For-Profit",3
2597100,25971,"Weston Educational, Inc.","Heritage College",13,"For-Profit",3
4027300,40273,"","4-STATES ACADEMY OF COSMETOLOGY",1,"For-Profit",3
3080800,30808,"","ACADEMY (THE)",1,"For-Profit",3
2152100,21521,"","ACADEMY OF COURT REPORTING AND TECHNOLOGY",1,"For-Profit",3
2152105,21521,"","ACADEMY OF COURT REPORTING AND TECHNOLOGY - ACADEMY OF COURT REPO",1,"For-Profit",3
2152103,21521,"","ACADEMY OF COURT REPORTING AND TECHNOLOGY - ACADEMY OF COURT REPO",5,"For-Profit",3
2152102,21521,"","ACADEMY OF COURT REPORTING AND TECHNOLOGY - MIAMI-JACOBS CAREER C",1,"For-Profit",3
2285600,22856,"","ACADEMY OF HAIR DESIGN",1,"For-Profit",3
3110000,31100,"","ACADEMY OF HEALING ARTS",3,"For-Profit",3
4093300,40933,"","ACADEMY OF NATURAL THERAPY",1,"For-Profit",3
3091100,30911,"","ACT COLLEGE",5,"For-Profit",3
1037200,10372,"","ADELPHI BUSINESS COLLEGE",1,"For-Profit",3
1148400,11484,"","ADVANCED INSTITUTE OF HAIR DESIGN",1,"For-Profit",3
2541000,25410,"","ALASKA CAREER COLLEGE",1,"For-Profit",3
1063100,10631,"","ALBERT MERRILL SCHOOL",2,"For-Profit",3
3493300,34933,"","ALL-STATE CAREER",1,"For-Profit",3
3072400,30724,"","ALL-STATE CAREER SCHOOL",1,"For-Profit",3
2495500,24955,"","ALL-STATE CAREER SCHOOL - ALL-STATE CAREER SCHOOL",1,"For-Profit",3
3358300,33583,"","ALLEN SCHOOL",3,"For-Profit",3
4189300,41893,"","ALLIED AMERICAN UNIVERSITY",2,"For-Profit",3
4135900,41359,"","ALLIED HEALTH INSTITUTE",1,"For-Profit",3
2324400,23244,"","ALLSTATE HAIRSTYLING & BARBER COLLEGE",1,"For-Profit",3
162800,1628,"","AMERICAN ACADEMY OF ART",1,"For-Profit",3
2204900,22049,"","AMERICAN ACADEMY OF HAIR DESIGN",1,"For-Profit",3
3833300,38333,"","AMERICAN ACADEMY OF TRADITIONAL CHINESE MEDICINE",1,"For-Profit",3
2333700,23337,"","AMERICAN BARTENDERS SCHOOL",1,"For-Profit",3
3148300,31483,"","AMERICAN BEAUTY ACADEMY",5,"For-Profit",3
1025800,10258,"","AMERICAN BEAUTY COLLEGE",1,"For-Profit",3
1307400,13074,"","AMERICAN BEAUTY COLLEGE",1,"For-Profit",3
2097700,20977,"","AMERICAN BUSINESS INSTITUTE",1,"For-Profit",3
2241800,22418,"","AMERICAN CAREER COLLEGE",3,"For-Profit",3
3971300,39713,"","AMERICAN CAREER COLLEGE",5,"For-Profit",3
2241801,22418,"","AMERICAN CAREER COLLEGE - ANAHEIM",1,"For-Profit",3
3771307,37713,"","AMERICAN CAREER INSTITUTE - WOBURN",1,"For-Profit",3
2295900,22959,"","AMERICAN CAREER TRAINING TRAVEL SCHOOL",1,"For-Profit",3
4176900,41769,"","AMERICAN HEALTH INSTITUTE",2,"For-Profit",3
4190300,41903,"","AMERICAN INSTITUTE OF MEDICAL SONOGRAPHY",2,"For-Profit",3
3004900,30049,"","AMERICAN NANNY COLLEGE",1,"For-Profit",3
372600,3726,"","AMERICAN NATIONAL UNIVERSITY",2,"For-Profit",3
1048900,10489,"","AMERICAN NATIONAL UNIVERSITY",2,"For-Profit",3
3819300,38193,"","AMERICAN PUBLIC UNIVERSITY SYSTEM",9,"For-Profit",3
2311200,23112,"","AMERICAN SCHOOL OF TECHNOLOGY",3,"For-Profit",3
4127700,41277,"","AMERICAN SENTINEL UNIVERSITY",1,"For-Profit",3
2264000,22640,"","AMERICAN TECHNICAL INSTITUTE",1,"For-Profit",3
3756300,37563,"","ANAMARC COLLEGE",11,"For-Profit",3
3595400,35954,"","ANGLEY COLLEGE",2,"For-Profit",3
1289100,12891,"","ANTONELLI COLLEGE",2,"For-Profit",3
1289102,12891,"","ANTONELLI COLLEGE - HATTIESBURG",1,"For-Profit",3
1289101,12891,"","ANTONELLI COLLEGE - JACKSON",1,"For-Profit",3
743000,7430,"","ANTONELLI INSTITUTE",1,"For-Profit",3
751800,7518,"","APEX TECHNICAL SCHOOL",1,"For-Profit",3
2155600,21556,"","ARISTOTLE COLLEGE OF MEDICAL AND DENTAL TECHNOLOGY",1,"For-Profit",3
1084700,10847,"","ARIZONA AUTOMOTIVE INSTITUTE",3,"For-Profit",3
3007600,30076,"","ARKANSAS BEAUTY SCHOOL/CONWAY",1,"For-Profit",3
3095500,30955,"","ASA INSTITUTE OF BUSINESS AND COMPUTER TECHNOLOGY",15,"For-Profit",3
4057300,40573,"","ASHER COLLEGE",1,"For-Profit",3
2553500,25535,"","ASSOCIATED TECHNICAL COLLEGE",1,"For-Profit",3
1281000,12810,"","ASSOCIATED TECHNICAL INSTITUTE",1,"For-Profit",3
4038300,40383,"","ATA COLLEGE",1,"For-Profit",3
906600,9066,"","ATLANTA  COLLEGE OF MEDICAL & DENTAL CAREERS",1,"For-Profit",3
2234600,22346,"","ATLANTIC BEAUTY & SPA ACADEMY",1,"For-Profit",3
3468500,34685,"","ATS INSTITUTE OF TECHNOLOGY",1,"For-Profit",3
1162100,11621,"","AUTOMOTIVE TRAINING CENTER",2,"For-Profit",3
2258600,22586,"","AVALON SCHOOL OF COSMETOLOGY",1,"For-Profit",3
4171700,41717,"","AVANT GARD THE SCHOOL",1,"For-Profit",3
4137800,41378,"","AVEDA INSTITUTE COLUMBUS",1,"For-Profit",3
2600905,26009,"","AVEDA INSTITUTE COVINGTON - CHARLOTTE",1,"For-Profit",3
2600901,26009,"","AVEDA INSTITUTE COVINGTON - HOUSTON",1,"For-Profit",3
3110700,31107,"","AVIATION INSTITUTE OF MAINTENANCE",1,"For-Profit",3
3176300,31763,"","AVIATION INSTITUTE OF MAINTENANCE",1,"For-Profit",3
3523300,35233,"","AVIATION INSTITUTE OF MAINTENANCE",2,"For-Profit",3
4216600,42166,"","AZURE COLLEGE",1,"For-Profit",3
1062200,10622,"","BAILE SCHOOL OF BROADCASTING",1,"For-Profit",3
1085900,10859,"","BARCLAY CAREER SCHOOL",2,"For-Profit",3
2132400,21324,"","BARCLAY COLLEGE",1,"For-Profit",3
1157400,11574,"","BAUDER COLLEGE",11,"For-Profit",3
4223700,42237,"","BAY AREA MEDICAL ACADEMY",1,"For-Profit",3
396500,3965,"","BAY STATE COLLEGE",1,"For-Profit",3
2283800,22838,"","BEAUTY SCHOOLS OF AMERICA",1,"For-Profit",3
2491100,24911,"","BECKFIELD COLLEGE",1,"For-Profit",3
705000,7050,"","BELLUS ACADEMY",1,"For-Profit",3
1183000,11830,"","BERK TRADE & BUSINESS SCHOOL",1,"For-Profit",3
739400,7394,"","BERKELEY COLLEGE",2,"For-Profit",3
750201,7502,"","BERKELEY COLLEGE - WOODBRIDGE",1,"For-Profit",3
2504100,25041,"","BETA TECHNICAL SCHOOLS",1,"For-Profit",3
4133000,41330,"","BIOHEALTH COLLEGE",1,"For-Profit",3
4003300,40033,"","BLAKE AUSTIN COLLEGE",1,"For-Profit",3
1197900,11979,"","BLAKE BUSINESS SCHOOL",2,"For-Profit",3
3422600,34226,"","BLUE CLIFF COLLEGE",1,"For-Profit",3
3294300,32943,"","BLUE CLIFF COLLEGE",2,"For-Profit",3
3525300,35253,"","BLUE CLIFF COLLEGE",3,"For-Profit",3
3294303,32943,"","BLUE CLIFF COLLEGE - LAFAYETIE",1,"For-Profit",3
3294306,32943,"","BLUE CLIFF COLLEGE - SHREVEPORT",2,"For-Profit",3
972100,9721,"","BRADFORD SCHOOL",1,"For-Profit",3
4137900,41379,"","BRENSTEN EDUCATION",7,"For-Profit",3
1191100,11911,"","BRICK COMPUTER SCIENCE INSTITUTE",4,"For-Profit",3
928400,9284,"","BRITTANY BEAUTY SCHOOL -",1,"For-Profit",3
2218800,22188,"","BROOKLINE COLLEGE",6,"For-Profit",3
2218805,22188,"","BROOKLINE COLLEGE - TUCSON",1,"For-Profit",3
2203800,22038,"","BROOKS BEAUTY SCHOOL",1,"For-Profit",3
781400,7814,"","BROOKSTONE COLLEGE OF BUSINESS",2,"For-Profit",3
781401,7814,"","BROOKSTONE COLLEGE OF BUSINESS - GREENSBORO",4,"For-Profit",3
2060900,20609,"","BROWN COLLEGE OF COURT REPORTING",1,"For-Profit",3
3066200,30662,"","BRYAN UNIVERSITY",1,"For-Profit",3
716400,7164,"","BRYAN UNIVERSITY",12,"For-Profit",3
1247000,12470,"","BRYANT & STRATTON BUSINESS INSTITUTE - ROCHESTER",1,"For-Profit",3
267800,2678,"","BRYANT & STRATTON COLLEGE",9,"For-Profit",3
267807,2678,"","BRYANT & STRATTON COLLEGE - ALBANY",1,"For-Profit",3
267801,2678,"","BRYANT & STRATTON COLLEGE - AMHERST",1,"For-Profit",3
267813,2678,"","BRYANT & STRATTON COLLEGE - MILWAUKEE DOWNTOWN",1,"For-Profit",3
267805,2678,"","BRYANT & STRATTON COLLEGE - SYRACUSE",1,"For-Profit",3
1006100,10061,"","BRYANT AND STRATTON COLLEGE -VIRGINIA BEACH CAMPUS",1,"For-Profit",3
2532101,25321,"","BUSINESS COMPUTER TRAINING INSTITUTE - SEATTLE",2,"For-Profit",3
3448300,34483,"","BUSINESS INDUSTRIAL RESOURCES",1,"For-Profit",3
2572900,25729,"","BUSINESS INFORMATICS CENTER",2,"For-Profit",3
2115100,21151,"","BUTLER BUSINESS SCHOOL",4,"For-Profit",3
3172400,31724,"","CALIBER TRAINING INSTITUTE",3,"For-Profit",3
3698400,36984,"","CALIFORNIA COLLEGE OF VOCATIONAL CAREERS",3,"For-Profit",3
2220200,22202,"","CALIFORNIA CULINARY ACADEMY",21,"For-Profit",3
488900,4889,"","CAMBRIA ROWE BUSINESS COLLEGE",1,"For-Profit",3
488901,4889,"","CAMBRIA ROWE BUSINESS COLLEGE - INDIANA CAMPUS",1,"For-Profit",3
3874300,38743,"","CAMBRIDGE JUNIOR COLLEGE",1,"For-Profit",3
2301500,23015,"","CAMBRIDGE TECHL INST",1,"For-Profit",3
3023500,30235,"","CAMELOT COLLEGE",1,"For-Profit",3
2294800,22948,"","CAPITOL CITY CAREERS",1,"For-Profit",3
2074100,20741,"","CAPITOL CITY TRADE & TECHNICAL SCHOOL",1,"For-Profit",3
907800,9078,"","CAPRI INSTITUTE OF HAIR DESIGN",1,"For-Profit",3
4056300,40563,"","CAREER COLLEGE OF CALIFORNIA",1,"For-Profit",3
2621500,26215,"","CAREER COLLEGE OF NORTHERN NEVADA",2,"For-Profit",3
2342300,23423,"","CAREER INSTITUTE (THE)",1,"For-Profit",3
2305000,23050,"","CAREER INSTITUTE OF AMERICA",2,"For-Profit",3
3089700,30897,"","CAREER INSTITUTE OF HEALTH AND TECHNOLOGY",2,"For-Profit",3
3089702,30897,"","CAREER INSTITUTE OF HEALTH AND TECHNOLOGY - BROOKLYN",3,"For-Profit",3
2565700,25657,"","CAREERCOM COLLEGE OF BUSINESS",1,"For-Profit",3
3693300,36933,"","CARNEGIE CAREER COLLEGE",3,"For-Profit",3
2286304,22863,"","CAROLINA BEAUTY COLLEGE-DURHAM",1,"For-Profit",3
1216600,12166,"","CAROUSEL BEAUTY COLLEGE",1,"For-Profit",3
3088200,30882,"","CARSON CITY BEAUTY ACADEMY",2,"For-Profit",3
903400,9034,"","CATHERINE COLLEGE",2,"For-Profit",3
4145900,41459,"","CELEBRITY SCHOOL OF BEAUTY",1,"For-Profit",3
3425400,34254,"","CENTRAL FLORIDA INSTITUTE",3,"For-Profit",3
4150000,41500,"","CENTRAL NURSING COLLEGE",2,"For-Profit",3
489000,4890,"","CENTRAL PENN COLLEGE",1,"For-Profit",3
4133400,41334,"","CENTURA COLLEGE",1,"For-Profit",3
3304300,33043,"","CENTURA COLLEGE",2,"For-Profit",3
2334400,23344,"","CENTURA COLLEGE",7,"For-Profit",3
2334402,23344,"","CENTURA COLLEGE - NEWPORT NEWS",1,"For-Profit",3
2334401,23344,"","CENTURA COLLEGE - NORFOLK",3,"For-Profit",3
3126401,31264,"","CENTURA COLLEGE - WEST",2,"For-Profit",3
3939400,39394,"","CENTURA INSTITUTE",3,"For-Profit",3
941800,9418,"","CENTURY COLLEGE",1,"For-Profit",3
826300,8263,"","CHAMBERSBURG BEAUTY SCHOOUBRANCH OF AWARD BEAUTY SCHOOL",1,"For-Profit",3
304300,3043,"","CHANCELLOR UNIVERSITY",4,"For-Profit",3
4096300,40963,"","CHARLESTON SCHOOL OF LAW",1,"For-Profit",3
2576900,25769,"","CHARTER COLLEGE",6,"For-Profit",3
3278300,32783,"","CHARTER COLLEGE",6,"For-Profit",3
2576902,25769,"","CHARTER COLLEGE - PASCO",1,"For-Profit",3
3278302,32783,"","CHARTER COLLEGE- LONG BEACH",1,"For-Profit",3
2204200,22042,"","CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS",1,"For-Profit",3
3409500,34095,"","CHESTER CAREER COLLEGE",4,"For-Profit",3
117700,1177,"","COGSWELL POLYTECHNICAL COLLEGE",1,"For-Profit",3
3071600,30716,"","COLLEGE OF BUSINESS & TECHNOLOGY",1,"For-Profit",3
2615800,26158,"","COLLEGE OF COURT REPORTING",1,"For-Profit",3
3128100,31281,"","COLLEGE OF HEALTH CARE PROFESSIONS (THE)",1,"For-Profit",3
3426300,34263,"","COLLEGE OF HEALTH CARE PROFESSIONS <THE)",1,"For-Profit",3
1157200,11572,"","COLORADO SCHOOL OF TRADES",1,"For-Profit",3
4121500,41215,"","COLUMBIA SOUTHERN UNIVERSITY",4,"For-Profit",3
2319300,23193,"","COMPUTER LEARNING CENTER",2,"For-Profit",3
957200,9572,"","COMPUTER LEARNING CENTER OF ALEXANDRIA",4,"For-Profit",3
957203,9572,"","COMPUTER LEARNING CENTER OF ALEXANDRIA - LAUREL MARYLAND",1,"For-Profit",3
3064200,30642,"","COMPUTER LEARNING CENTER OF ANAHEIM",1,"For-Profit",3
959100,9591,"","COMPUTER LEARNING CENTERS, INC. LOS ANGELES",2,"For-Profit",3
2322000,23220,"","COMPUTER LEARNING CENTERS, INC. SAN FRANCISCO",4,"For-Profit",3
2214900,22149,"","COMPUTER PROCESSING INSTITUTE",1,"For-Profit",3
2254600,22546,"","CONCHO CAREER INSTITUTE",1,"For-Profit",3
1088700,10887,"","CONNECTICUT BUSINESS INSTITUTE",1,"For-Profit",3
2134400,21344,"","CONNECTICUT INSTITUTE OF ART",1,"For-Profit",3
3034400,30344,"","CONSERVATORY OF RECORDING ARTS & SCIENCES",1,"For-Profit",3
2549900,25499,"","CONSUMER ELECTRONICS TRAINING CENTER",1,"For-Profit",3
3178400,31784,"","CORAL RIDGE TRAINING SCHOOL",1,"For-Profit",3
2491700,24917,"","CORTIVA INSTITUTE -  BOSTON",1,"For-Profit",3
3455700,34557,"","CORTIVA INSTITUTE - CHICAGO",1,"For-Profit",3
754900,7549,"","COYNE COLLEGE",1,"For-Profit",3
2231100,22311,"","CROWN COLLEGE",7,"For-Profit",3
4187800,41878,"","CYBERTEX INSTITUTE OF TECHNOLOGY",1,"For-Profit",3
3025800,30258,"","DAWN CAREER INSTITUTE",1,"For-Profit",3
3939600,39396,"","DAYTONA COLLEGE",1,"For-Profit",3
2239500,22395,"","DEBBIE'S ALABAMA BEAUTY COLLEGE",1,"For-Profit",3
3077700,30777,"","DECKER COLLEGE",3,"For-Profit",3
3077703,30777,"","DECKER SCHOOL OF CONSTRUCTION CRAFTS INC",1,"For-Profit",3
2538300,25383,"","DELTA COLLEGE OF ARTS & TECHNOLOGY",1,"For-Profit",3
3139600,31396,"","DELTA CONNECTION ACADEMY",1,"For-Profit",3
2498700,24987,"","DEMARGE COLLEGE",1,"For-Profit",3
764800,7648,"","DENVER TECHNICAL COLLEGE",1,"For-Profit",3
4191100,41911,"","DESTINATION ACADEMY FOR SPA AND SALON PROFESSIONALS",1,"For-Profit",3
3724300,37243,"","DIGIPEN INSTITUTE OF TECHNOLOGY",3,"For-Profit",3
469210,4692,"","DORSEY SCHOOL OF BUSINESS - DEARBORN",1,"For-Profit",3
469202,4692,"","DORSEY SCHOOL OF BUSINESS - MADISON HEIGHTS CAMPUS",1,"For-Profit",3
1234600,12346,"","DOVER BUSINESS COLLEGE",1,"For-Profit",3
3031601,30316,"","DPT BUSINESS SCHOOL - CENTER CITY CAMPUS",1,"For-Profit",3
855000,8550,"","DRAUGHONS BUSINESS COLLEGE",1,"For-Profit",3
493200,4932,"","DRAUGHONS COLLEGE",1,"For-Profit",3
489300,4893,"","DUBOIS BUSINESS COLLEGE",2,"For-Profit",3
2178501,21785,"","EAGLE GATE COLLEGE - LAYTON CAMPUS",2,"For-Profit",3
3429700,34297,"","EAST WEST COLLEGE OF NATURAL MEDICINE",1,"For-Profit",3
2053700,20537,"","EASTWICK COLLEGE",1,"For-Profit",3
1246200,12462,"","EASTWICK COLLEGE - HACKENSACK CAMPUS.",3,"For-Profit",3
1019800,10198,"","ECPI UNIVERSITY",9,"For-Profit",3
1019812,10198,"","ECPI UNIVERSITY - CONCORD",1,"For-Profit",3
1019804,10198,"","ECPI UNIVERSITY - GREENSBORO",1,"For-Profit",3
1019802,10198,"","ECPI UNIVERSITY - NEWPORT NEWS",3,"For-Profit",3
1019814,10198,"","ECPI UNIVERSITY - VIRGINIA BEACH HEALTH SCIENCES",1,"For-Profit",3
493500,4935,"","EDMONDSON JUNIOR COLLEGE",1,"For-Profit",3
2555600,25556,"","ELECTRONIC TECHNICAL INSTITUTE",1,"For-Profit",3
904300,9043,"","ELMIRA BUSINESS INSTITUTE",1,"For-Profit",3
817800,8178,"","EMPIRE BEAUTY SCHOOL",1,"For-Profit",3
987000,9870,"","EMPIRE BEAUTY SCHOOL",1,"For-Profit",3
1054200,10542,"","EMPIRE BEAUTY SCHOOL",1,"For-Profit",3
1292100,12921,"","EMPIRE BEAUTY SCHOOL",1,"For-Profit",3
2345200,23452,"","EMPIRE BEAUTY SCHOOL",1,"For-Profit",3
757300,7573,"","EMPIRE BEAUTY SCHOOL",2,"For-Profit",3
2556100,25561,"","ETI SCHOOL OF SKILLED TRADES",1,"For-Profit",3
4164500,41645,"","EUREKA INSTITUTE OF HEALTH AND BEAUTY",1,"For-Profit",3
3973300,39733,"","EX'PRESSION COLLEGE",7,"For-Profit",3
4184800,41848,"","EXCEL LEARNING CENTER",2,"For-Profit",3
2234300,22343,"","FASHION CAREERS OF CALIFORNIA COLLEGE",1,"For-Profit",3
1111200,11112,"","FASHION INSTITUTE OF DESIGN & MERCHANDISING -",8,"For-Profit",3
1111202,11112,"","FASHION INSTITUTE OF DESIGN & MERCHANDISING - SAN FRANCISCO",1,"For-Profit",3
2210400,22104,"","FAYETTEVILLE BEAUTY COLLEGE",1,"For-Profit",3
2584900,25849,"","FIRST INSTITUTE",1,"For-Profit",3
2324100,23241,"","FLAGLER CAREER INSTITUTE",1,"For-Profit",3
3008600,30086,"","FLORIDA COLLEGE OF NATURAL HEALTH",1,"For-Profit",3
2547600,25476,"","FLORIDA NATIONAL UNIVERSITY",2,"For-Profit",3
2218700,22187,"","FLORIDA TECHNICAL COLLEGE",6,"For-Profit",3
2218709,22187,"","FLORIDA TECHNICAL COLLEGE - DELAND",1,"For-Profit",3
2218707,22187,"","FLORIDA TECHNICAL COLLEGE - LAKELAND",2,"For-Profit",3
2218710,22187,"","FLORIDA TECHNICAL COLLEGE -KISSIMMEE",1,"For-Profit",3
743900,7439,"","FOUNTAINHEAD COLLEGE OF TECHNOLOGY",2,"For-Profit",3
3162300,31623,"","FOUR-D COLLEGE",7,"For-Profit",3
3039900,30399,"","FREMONT COLLEGE",2,"For-Profit",3
1202700,12027,"","GALEN COLLEGE OF CALIFORNIA",1,"For-Profit",3
3866300,38663,"","GALIANO CAREER ACADEMY",8,"For-Profit",3
3007900,30079,"","GALLIPOLIS CAREER COLLEGE",1,"For-Profit",3
2354300,23543,"","GEORGIA SCHOOL OF BARTENDING",2,"For-Profit",3
3355300,33553,"","GHENT BEAUTY ACADEMY",1,"For-Profit",3
973900,9739,"","GLEN DOW ACADEMY OF HAIR DESIGN & SALONS",2,"For-Profit",3
2338500,23385,"","GLENDALE CAREER COLLEGE",1,"For-Profit",3
2158100,21581,"","GOLDEN STATE SCHOOL",1,"For-Profit",3
4122300,41223,"","GRANTHAM UNIVERSITY",1,"For-Profit",3
1181600,11816,"","GREAT LAKES TECHL INST",1,"For-Profit",3
1220200,12202,"","GRIFFIN BELLEVUE BUSINESS COLLEGE",1,"For-Profit",3
1093400,10934,"","GRIFFIN COLLEGE",1,"For-Profit",3
2583000,25830,"","GWINNETT COLLEGE",1,"For-Profit",3
2333000,23330,"","HAIR ACADEMY",2,"For-Profit",3
422002,4220,"","HAMILTON BUSINESS COLLEGE - DES MOINES SITE",2,"For-Profit",3
422009,4220,"","HAMILTON COLLEGE - COUNCIL BLUFFS",1,"For-Profit",3
3021000,30210,"","HARRISON CAREER INSTITUTE",1,"For-Profit",3
3085200,30852,"","HARRISON CAREER INSTITUTE",4,"For-Profit",3
2186709,21867,"","HARRISON CAREER INSTITUTE - CLIFTON",1,"For-Profit",3
2186703,21867,"","HARRISON CAREER INSTITUTE - DEPTFORD, NJ",1,"For-Profit",3
3085201,30852,"","HARRISON CAREER INSTITUTE - EWING, NEW JERSEY",1,"For-Profit",3
2586800,25868,"","HARRISON CAREER INSTITUTE-",1,"For-Profit",3
2158400,21584,"","HARRISON COLLEGE",5,"For-Profit",3
2158412,21584,"","HARRISON COLLEGE - FORT WAYNE",1,"For-Profit",3
2158413,21584,"","HARRISON COLLEGE - NORTHWEST",1,"For-Profit",3
2158405,21584,"","HARRISON COLLEGE - TERRE HAUTE",1,"For-Profit",3
2055100,20551,"","HAWAII BUSINESS COLLEGE",3,"For-Profit",3
2349200,23492,"","HEADMASTERS SCHOOL OF HAIR DESIGN",1,"For-Profit",3
2251100,22511,"","HEALTH CARE TRAINING INSTITUTE",1,"For-Profit",3
4127800,41278,"","HEALTHY HAIR ACADEMY",1,"For-Profit",3
3676400,36764,"","HEALTHY HAIR ACADEMY",3,"For-Profit",3
962100,9621,"","HERZING UNIVERSITY",5,"For-Profit",3
1027900,10279,"","HICKEY COLLEGE",1,"For-Profit",3
4228100,42281,"","HIGH DESERT MEDICAL COLLEGE",1,"For-Profit",3
4158700,41587,"","HOLLYWOOD BEAUTY COLLEGE",1,"For-Profit",3
346400,3464,"","HURON UNIVERSITY",1,"For-Profit",3
3101800,31018,"","ILLINOIS MEDIA SCHOOL",2,"For-Profit",3
2185200,21852,"","ILLINOIS SCHOOL OF COMMERCE",1,"For-Profit",3
3099800,30998,"","ILLINOIS SCHOOL OF HEALTH CAREERS",7,"For-Profit",3
1150600,11506,"","INDIANA BARBER/STYLIST COLLEGE",1,"For-Profit",3
2158406,21584,"","INDIANA BUSINESS COLLEGE - VINCENNES",1,"For-Profit",3
2128300,21283,"","INSTITUTE FOR BUSINESS & TECHNOLOGY",2,"For-Profit",3
3197300,31973,"","INSTITUTE FOR HEALTH EDUCATION (THE)",2,"For-Profit",3
2294900,22949,"","INSTITUTE OF AUDIO RESEARCH",4,"For-Profit",3
3920300,39203,"","INSTITUTE OF HAIR DESIGN",1,"For-Profit",3
4132300,41323,"","INSTITUTE OF MEDICAL EDUCATION",4,"For-Profit",3
3618300,36183,"","INSTITUTE OF TECHNICAL ARTS",3,"For-Profit",3
3642300,36423,"","INSTITUTE OF TECHNOLOGY",1,"For-Profit",3
3067503,30675,"","INSTITUTE OF TECHNOLOGY - CULINARY ARTS CAMPUS",1,"For-Profit",3
2253700,22537,"","INTELLITEC COLLEGE",1,"For-Profit",3
3066900,30669,"","INTELLITEC COLLEGE",1,"For-Profit",3
3066901,30669,"","INTELLITEC COLLEGE - PUEBLO",2,"For-Profit",3
2284300,22843,"","INTERACT IVE COLLEGE OF TECHNOLOGY",1,"For-Profit",3
2559400,25594,"","INTERCOAST COLLEGES",6,"For-Profit",3
2559401,25594,"","INTERCOAST COLLEGES - BURBANK",3,"For-Profit",3
2529600,25296,"","INTERNATIONAL ACADEMY OF HAIR DESIGNING & TECHNOLOGY",1,"For-Profit",3
2222900,22229,"","INTERNATIONAL AIR & HOSPITALITY ACADEMY",1,"For-Profit",3
2222903,22229,"","INTERNATIONAL AIR ACADEMY - ONTARIO",2,"For-Profit",3
734100,7341,"","INTERNATIONAL BEAUTY SCHOOL",4,"For-Profit",3
457900,4579,"","INTERNATIONAL BUSINESS COLLEGE",1,"For-Profit",3
3029300,30293,"","INTERNATIONAL INSTITUTE OF CHINESE MEDICINE",1,"For-Profit",3
3029301,30293,"","INTERNATIONAL INSTITUTE OF CHINESE MEDICINE - ALBUQUERQUE",1,"For-Profit",3
484700,4847,"","INTERSTATE BUSINESS COLLEGE",1,"For-Profit",3
2580100,25801,"","IVERSON  INSTITUTE",1,"For-Profit",3
2275000,22750,"","JENNY LEA ACADEMY OF COSMETOLOGY",1,"For-Profit",3
4134100,41341,"","JERSEY COLLEGE",1,"For-Profit",3
2166800,21668,"","JOHN AMIGO'S SCHOOL OF HAIR DESIGN",1,"For-Profit",3
3534300,35343,"","JONES INTERNATIONAL UNIVERSITY",16,"For-Profit",3
293700,2937,"","KING'S COLLEGE",4,"For-Profit",3
3236400,32364,"","L T INTERNATIONAL BEAUTY SCHOOL",1,"For-Profit",3
2312400,23124,"","LA COLLEGE INTERNATIONAL",3,"For-Profit",3
3513300,35133,"","LACY COSMETOLOGY SCHOOL",6,"For-Profit",3
3853400,38534,"","LADERA CAREER PATHS TRAINING CENTERS",1,"For-Profit",3
4147700,41477,"","LAKE LANIER SCHOOL OF MASSAGE",1,"For-Profit",3
2521500,25215,"","LAMSON COLLEGE",2,"For-Profit",3
4141400,41414,"","LAURUS COLLEGE",3,"For-Profit",3
3042700,30427,"","LAURUS TECHNICAL INSTITUTE",1,"For-Profit",3
